Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
35,356,37,2017-01-06,GSW,,MEM,L 119-128 (OT),*,40:08,3,6,.500,1,3,.333,2,3,.667,.583,4,5,.800,0,8,8,4,3,0,4,6,11,9.4,-7
36,357,38,2017-01-08,GSW,@,SAC,W 117-106,*,32:16,4,9,.444,1,4,.250,3,5,.600,.500,0,0,,1,6,7,10,2,2,4,5,9,11.2,21
37,358,39,2017-01-10,GSW,,MIA,W 107-95,*,35:33,4,11,.364,0,3,.000,4,8,.500,.364,5,6,.833,0,9,9,5,2,2,1,0,13,15.1,3
38,359,40,2017-01-12,GSW,,DET,W 127-107,*,30:21,0,4,.000,0,2,.000,0,2,.000,.000,2,2,1.000,1,8,9,13,0,2,1,1,2,11.4,9
39,360,41,2017-01-16,GSW,,CLE,W 126-91,*,34:46,4,6,.667,0,0,,4,6,.667,.667,3,4,.750,2,11,13,11,1,5,0,1,11,24.5,43
40,361,42,2017-01-18,GSW,,OKC,W 121-100,*,35:50,5,9,.556,0,1,.000,5,8,.625,.556,2,4,.500,2,9,11,5,1,3,4,2,12,12.8,15
41,362,43,2017-01-20,GSW,@,HOU,W 125-108,*,33:24,6,12,.500,3,5,.600,3,7,.429,.625,0,0,,3,6,9,8,1,3,3,3,15,17.4,18
42,363,44,2017-01-22,GSW,@,ORL,W 118-98,*,33:19,1,7,.143,0,4,.000,1,3,.333,.143,4,4,1.000,4,6,10,4,1,0,3,3,6,5.7,6
43,364,45,2017-01-23,GSW,@,MIA,L 102-105,*,38:30,3,8,.375,0,3,.000,3,5,.600,.375,1,4,.250,1,2,3,7,1,1,2,3,7,6.1,7
44,365,46,2017-01-25,GSW,@,CHO,W 113-103,*,36:18,4,7,.571,2,3,.667,2,4,.500,.714,3,6,.500,0,4,4,6,2,3,0,4,13,16.4,12
45,366,47,2017-01-28,GSW,,LAC,W 144-98,*,25:44,1,4,.250,0,1,.000,1,3,.333,.250,3,4,.750,0,5,5,5,2,2,1,3,5,8.4,34
46,367,48,2017-01-29,GSW,@,POR,W 113-111,*,33:43,2,8,.250,1,6,.167,1,2,.500,.313,0,0,,1,5,6,5,3,1,7,5,5,0.6,-1
47,368,49,2017-02-01,GSW,,CHO,W 126-111,*,30:42,3,10,.300,2,7,.286,1,3,.333,.400,0,0,,0,10,10,5,1,4,1,1,8,11.1,24
47,,50,2017-02-02,GSW,@,LAC,W 133-120,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,
48,369,51,2017-02-04,GSW,@,SAC,L 106-109 (OT),*,42:50,6,15,.400,3,8,.375,3,7,.429,.500,1,4,.250,1,7,8,6,2,2,6,1,16,10.7,9
49,370,52,2017-02-08,GSW,,CHI,W 123-92,*,31:44,6,8,.750,5,6,.833,1,2,.500,1.063,2,2,1.000,0,8,8,6,1,1,1,1,19,22.7,15
50,371,53,2017-02-10,GSW,@,MEM,W 122-107,*,37:44,2,6,.333,0,3,.000,2,3,.667,.333,0,0,,0,11,11,10,10,5,2,3,4,21.2,26
51,372,54,2017-02-11,GSW,@,OKC,W 130-114,*,34:19,2,7,.286,0,1,.000,2,6,.333,.286,2,2,1.000,0,8,8,8,3,1,2,5,6,9.6,12
52,373,55,2017-02-13,GSW,@,DEN,L 110-132,*,24:24,1,5,.200,0,2,.000,1,3,.333,.200,3,4,.750,0,2,2,6,3,2,0,2,5,9.9,-22
53,374,56,2017-02-15,GSW,,SAC,W 109-86,*,15:14,0,3,.000,0,2,.000,0,1,.000,.000,2,2,1.000,0,2,2,3,1,0,1,3,2,1.4,2
54,375,57,2017-02-23,GSW,,LAC,W 123-113,*,22:33,2,4,.500,1,1,1.000,1,3,.333,.625,2,2,1.000,0,6,6,4,2,0,6,5,7,3.6,12
55,376,58,2017-02-25,GSW,,BRK,W 112-95,*,22:56,1,10,.100,1,4,.250,0,6,.000,.150,2,2,1.000,1,7,8,2,1,1,3,2,5,0.5,7
56,377,59,2017-02-27,GSW,@,PHI,W 119-108,*,36:41,5,10,.500,1,3,.333,4,7,.571,.550,3,6,.500,1,5,6,11,5,0,4,3,14,17.5,22
57,378,60,2017-02-28,GSW,@,WAS,L 108-112,*,39:48,6,11,.545,2,3,.667,4,8,.500,.636,0,0,,1,7,8,14,2,1,2,1,14,21.6,0
58,379,61,2017-03-02,GSW,@,CHI,L 87-94,*,34:58,4,9,.444,2,5,.400,2,4,.500,.556,2,2,1.000,1,7,8,7,1,2,4,4,12,11.8,-3
59,380,62,2017-03-05,GSW,@,NYK,W 112-105,*,39:57,4,9,.444,1,4,.250,3,5,.600,.500,4,4,1.000,1,6,7,4,2,1,0,3,13,15.1,-2
60,381,63,2017-03-06,GSW,@,ATL,W 119-111,*,30:09,4,10,.400,2,5,.400,2,5,.400,.500,2,2,1.000,3,5,8,6,4,0,2,4,12,14.8,7
61,382,64,2017-03-08,GSW,,BOS,L 86-99,*,34:05,6,15,.400,1,6,.167,5,9,.556,.433,0,0,,0,8,8,2,3,3,3,4,13,9.2,-3
62,383,65,2017-03-10,GSW,@,MIN,L 102-103,*,38:20,1,8,.125,0,3,.000,1,5,.200,.125,3,4,.750,3,4,7,7,2,1,0,4,5,8.7,8
62,,66,2017-03-11,GSW,@,SAS,L 85-107,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
63,384,67,2017-03-14,GSW,,PHI,W 106-104,*,37:51,4,13,.308,1,4,.250,3,9,.333,.346,11,14,.786,3,6,9,8,3,6,1,4,20,25.4,15
64,385,68,2017-03-16,GSW,,ORL,W 122-92,*,25:22,4,8,.500,0,2,.000,4,6,.667,.500,1,2,.500,0,11,11,6,1,1,1,1,9,12.4,26
65,386,69,2017-03-18,GSW,,MIL,W 117-92,*,29:36,2,6,.333,0,0,,2,6,.333,.333,4,4,1.000,2,5,7,10,1,0,4,1,8,11.1,22
66,387,70,2017-03-20,GSW,@,OKC,W 111-95,*,26:13,0,4,.000,0,1,.000,0,3,.000,.000,2,4,.500,1,9,10,6,1,0,2,3,2,3.8,17
67,388,71,2017-03-21,GSW,@,DAL,W 112-87,*,28:23,2,6,.333,1,4,.250,1,2,.500,.417,2,2,1.000,0,7,7,8,0,0,2,3,7,8.1,21
68,389,72,2017-03-24,GSW,,SAC,W 114-100,*,34:01,8,17,.471,3,9,.333,5,8,.625,.559,4,5,.800,1,3,4,8,3,1,4,1,23,20.4,23
69,390,73,2017-03-26,GSW,,MEM,W 106-94,*,34:54,3,8,.375,1,2,.500,2,6,.333,.438,2,4,.500,1,5,6,4,2,1,3,4,9,6.9,9
70,391,74,2017-03-28,GSW,@,HOU,W 113-106,*,33:25,9,15,.600,1,6,.167,8,9,.889,.633,0,0,,3,6,9,4,3,0,2,3,19,18.6,5
71,392,75,2017-03-29,GSW,@,SAS,W 110-98,*,33:59,2,4,.500,0,1,.000,2,3,.667,.500,0,0,,1,5,6,4,2,0,7,2,4,1.2,-2
72,393,76,2017-03-31,GSW,,HOU,W 107-98,*,34:46,2,11,.182,0,3,.000,2,8,.250,.182,2,2,1.000,1,5,6,8,1,3,3,1,6,6.6,15
73,394,77,2017-04-02,GSW,,WAS,W 139-115,*,35:27,3,8,.375,1,3,.333,2,5,.400,.438,4,6,.667,0,11,11,13,1,1,4,2,11,15.1,28
74,395,78,2017-04-04,GSW,,MIN,W 121-107,*,28:06,2,6,.333,0,2,.000,2,4,.500,.333,2,2,1.000,0,1,1,5,1,1,2,1,6,5.7,8
74,,79,2017-04-05,GSW,@,PHO,W 120-111,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,
75,396,80,2017-04-08,GSW,,NOP,W 123-101,*,21:02,4,8,.500,3,6,.500,1,2,.500,.688,2,2,1.000,2,6,8,3,0,2,1,2,13,13.9,17
76,397,81,2017-04-10,GSW,,UTA,L 99-105,*,24:34,2,7,.286,1,4,.250,1,3,.333,.357,0,0,,0,4,4,3,2,1,2,2,5,4.1,-13
76,,82,2017-04-12,GSW,,LAL,W 109-94,Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,62-14,76,2475,272,650,.418,81,263,.308,191,387,.494,.481,151,213,.709,98,501,599,533,154,106,184,217,776,12.6,820
