Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
34,,58,2022-02-14,GSW,@,LAC,L 104-119,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
34,,59,2022-02-16,GSW,,DEN,L 116-117,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
34,,60,2022-02-24,GSW,@,POR,W 132-95,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
34,,61,2022-02-27,GSW,,DAL,L 101-107,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
34,,62,2022-03-01,GSW,@,MIN,L 114-129,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
34,,63,2022-03-03,GSW,@,DAL,L 113-122,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
34,,64,2022-03-05,GSW,@,LAL,L 116-124,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
34,,65,2022-03-07,GSW,@,DEN,L 124-131,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
34,,66,2022-03-08,GSW,,LAC,W 112-97,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
34,,67,2022-03-10,GSW,@,DEN,W 113-102,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
34,,68,2022-03-12,GSW,,MIL,W 122-109,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
35,674,69,2022-03-14,GSW,,WAS,W 126-112,,20:07,2,4,.500,1,3,.333,1,1,1.000,.625,1,2,.500,0,7,7,6,1,0,3,2,6,7.1,24
36,675,70,2022-03-16,GSW,,BOS,L 88-110,,22:17,0,2,.000,0,2,.000,0,0,,.000,2,2,1.000,0,8,8,3,1,0,1,2,2,4.3,-15
37,676,71,2022-03-20,GSW,,SAS,L 108-110,*,18:13,1,3,.333,0,1,.000,1,2,.500,.333,2,2,1.000,1,5,6,5,0,0,2,4,4,4.4,2
38,677,72,2022-03-22,GSW,@,ORL,L 90-94,*,29:23,1,3,.333,0,0,,1,3,.333,.333,0,0,,0,3,3,7,2,0,1,3,2,5.9,-8
38,,73,2022-03-23,GSW,@,MIA,W 118-104,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
39,678,74,2022-03-25,GSW,@,ATL,L 110-121,*,23:50,1,3,.333,0,1,.000,1,2,.500,.333,2,3,.667,2,3,5,3,0,0,5,3,4,0.1,-24
40,679,75,2022-03-27,GSW,@,WAS,L 115-123,*,25:31,2,6,.333,0,1,.000,2,5,.400,.333,3,3,1.000,2,3,5,6,3,0,3,4,7,8.5,-20
40,,76,2022-03-28,GSW,@,MEM,L 95-123,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
41,680,77,2022-03-30,GSW,,PHO,L 103-107,*,31:28,2,4,.500,0,0,,2,4,.500,.500,4,5,.800,1,9,10,7,2,3,4,4,8,12.4,-10
42,681,78,2022-04-02,GSW,,UTA,W 111-107,*,33:07,3,5,.600,0,0,,3,5,.600,.600,4,5,.800,0,9,9,7,0,1,3,4,10,11.0,20
43,682,79,2022-04-03,GSW,@,SAC,W 109-90,*,23:58,2,5,.400,2,2,1.000,0,3,.000,.600,0,0,,1,6,7,5,1,2,3,6,6,6.3,11
44,683,80,2022-04-07,GSW,,LAL,W 128-112,*,26:26,5,9,.556,0,0,,5,9,.556,.556,0,0,,0,3,3,7,2,2,2,5,10,10.9,-1
45,684,81,2022-04-09,GSW,@,SAS,W 100-94,*,31:41,6,10,.600,0,1,.000,6,9,.667,.600,0,0,,0,13,13,8,1,1,4,4,12,13.0,6
46,685,82,2022-04-10,GSW,@,NOP,W 128-107,*,24:54,2,2,1.000,1,1,1.000,1,1,1.000,1.250,2,2,1.000,0,3,3,6,1,0,2,1,7,10.1,10
,,,,,,,34-12,44,1328,135,257,.525,16,54,.296,119,203,.586,.556,60,91,.659,45,291,336,320,61,50,139,136,346,9.9,190
