Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
39,,53,2020-02-08,GSW,,LAL,L 120-125,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,
40,573,54,2020-02-10,GSW,,MIA,L 101-113,*,31:25,1,5,.200,1,3,.333,0,2,.000,.300,2,2,1.000,1,8,9,9,1,1,3,0,5,10.0,6
41,574,55,2020-02-12,GSW,@,PHO,L 106-112,*,30:20,2,5,.400,1,2,.500,1,3,.333,.500,1,1,1.000,0,6,6,9,1,0,5,2,6,6.6,2
42,575,56,2020-02-20,GSW,,HOU,L 105-135,*,18:11,2,6,.333,0,4,.000,2,2,1.000,.333,0,0,,0,4,4,7,0,0,1,1,4,5.3,-7
42,,57,2020-02-23,GSW,,NOP,L 101-115,Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,
42,,58,2020-02-25,GSW,,SAC,L 94-112,Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,
43,576,59,2020-02-27,GSW,,LAL,L 86-116,*,09:44,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,1,1,4,1,0,3,4,2,1.2,3
43,,60,2020-02-29,GSW,@,PHO,W 115-99,Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,
43,,61,2020-03-01,GSW,,WAS,L 110-124,Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,
43,,62,2020-03-03,GSW,@,DEN,W 116-100,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,
43,,63,2020-03-05,GSW,,TOR,L 113-121,Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,
43,,64,2020-03-07,GSW,,PHI,W 118-114,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
43,,65,2020-03-10,GSW,,LAC,L 107-131,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,10-33,43,1218,123,316,.389,36,129,.279,87,187,.465,.446,63,83,.759,23,243,266,266,59,33,98,110,345,8.8,-192
