Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
19,416,20,2017-11-25,GSW,,NOP,W 110-95,*,26:14,2,4,.500,0,2,.000,2,2,1.000,.500,2,2,1.000,2,5,7,8,2,1,2,5,6,11.2,5
20,417,21,2017-11-27,GSW,,SAC,L 106-110,*,38:50,4,15,.267,4,11,.364,0,4,.000,.400,2,4,.500,0,4,4,8,1,0,2,0,14,10.1,-6
21,418,22,2017-11-29,GSW,@,LAL,W 127-123 (OT),*,38:20,5,10,.500,1,3,.333,4,7,.571,.550,4,6,.667,4,7,11,9,4,0,4,2,15,19.6,-2
22,419,23,2017-12-01,GSW,@,ORL,W 133-112,*,33:58,5,8,.625,2,3,.667,3,5,.600,.750,0,0,,0,4,4,10,3,1,5,3,12,14.1,34
23,420,24,2017-12-03,GSW,@,MIA,W 123-95,*,32:01,2,5,.400,0,2,.000,2,3,.667,.400,0,0,,0,7,7,9,0,0,0,0,4,9.7,32
24,421,25,2017-12-04,GSW,@,NOP,W 125-115,*,38:07,6,12,.500,3,5,.600,3,7,.429,.625,4,5,.800,0,9,9,7,4,2,2,1,19,23.2,21
24,,26,2017-12-06,GSW,@,CHO,W 101-87,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
25,422,27,2017-12-08,GSW,@,DET,W 102-98,*,38:19,1,6,.167,0,5,.000,1,1,1.000,.167,0,0,,0,6,6,13,3,6,2,4,2,12.7,2
25,,28,2017-12-11,GSW,,POR,W 111-104,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
25,,29,2017-12-14,GSW,,DAL,W 112-97,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
25,,30,2017-12-18,GSW,@,LAL,W 116-114 (OT),Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
25,,31,2017-12-20,GSW,,MEM,W 97-84,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
26,423,32,2017-12-22,GSW,,LAL,W 113-106,*,30:06,4,9,.444,1,3,.333,3,6,.500,.500,4,4,1.000,1,10,11,7,2,0,6,4,13,11.3,6
27,424,33,2017-12-23,GSW,,DEN,L 81-96,*,33:17,4,10,.400,1,4,.250,3,6,.500,.450,1,1,1.000,2,3,5,6,2,2,2,1,10,12.1,-6
28,425,34,2017-12-25,GSW,,CLE,W 99-92,*,40:22,5,11,.455,2,8,.250,3,3,1.000,.545,0,1,.000,1,11,12,11,2,1,4,1,12,15.9,5
29,426,35,2017-12-27,GSW,,UTA,W 126-101,*,24:42,6,10,.600,2,5,.400,4,5,.800,.700,0,0,,0,8,8,8,0,0,3,1,14,14.0,6
30,427,36,2017-12-29,GSW,,CHO,L 100-111,*,33:40,4,11,.364,0,2,.000,4,9,.444,.364,0,0,,4,7,11,16,0,3,5,2,8,14.3,-9
31,428,37,2017-12-30,GSW,,MEM,W 141-128,*,10:04,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,,0,0,0,5,0,0,2,2,3,2.7,0
32,429,38,2018-01-03,GSW,@,DAL,W 125-122,*,37:39,7,11,.636,3,5,.600,4,6,.667,.773,1,1,1.000,0,11,11,6,1,1,6,2,18,15.5,-10
33,430,39,2018-01-04,GSW,@,HOU,W 124-114,*,38:02,5,9,.556,0,3,.000,5,6,.833,.556,7,8,.875,2,12,14,10,2,1,4,3,17,21.8,16
34,431,40,2018-01-06,GSW,@,LAC,W 121-105,*,28:41,4,11,.364,1,2,.500,3,9,.333,.409,0,3,.000,5,7,12,7,1,0,2,2,9,10.4,29
35,432,41,2018-01-08,GSW,,DEN,W 124-114,*,35:25,8,12,.667,2,6,.333,6,6,1.000,.750,5,6,.833,0,5,5,10,1,3,2,1,23,26.6,0
36,433,42,2018-01-10,GSW,,LAC,L 106-125,*,29:20,1,9,.111,0,6,.000,1,3,.333,.111,5,6,.833,0,10,10,4,0,0,0,2,7,5.7,-16
37,434,43,2018-01-12,GSW,@,MIL,W 108-94,*,37:10,8,17,.471,1,4,.250,7,13,.538,.500,4,4,1.000,1,9,10,7,1,0,0,3,21,20.4,11
38,435,44,2018-01-13,GSW,@,TOR,W 127-125,*,38:12,5,10,.500,2,6,.333,3,4,.750,.600,2,2,1.000,0,3,3,8,0,1,0,2,14,15.4,24
39,436,45,2018-01-15,GSW,@,CLE,W 118-108,*,38:07,5,14,.357,0,5,.000,5,9,.556,.357,1,2,.500,3,13,16,9,0,2,3,5,11,11.5,14
39,,46,2018-01-17,GSW,@,CHI,W 119-112,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
40,437,47,2018-01-20,GSW,@,HOU,L 108-116,*,35:58,7,9,.778,2,3,.667,5,6,.833,.889,5,6,.833,0,7,7,6,2,1,5,2,21,20.3,-5
41,438,48,2018-01-23,GSW,,NYK,W 123-112,*,32:40,5,9,.556,2,3,.667,3,6,.500,.667,0,0,,0,5,5,6,1,1,1,2,12,13.3,11
42,439,49,2018-01-25,GSW,,MIN,W 126-113,*,32:17,3,7,.429,0,4,.000,3,3,1.000,.429,3,4,.750,0,8,8,3,1,3,2,0,9,10.5,3
43,440,50,2018-01-27,GSW,,BOS,W 109-105,*,38:19,4,11,.364,1,4,.250,3,7,.429,.409,6,6,1.000,5,6,11,5,1,3,4,4,15,15.2,-1
44,441,51,2018-01-30,GSW,@,UTA,L 99-129,*,30:14,3,11,.273,1,3,.333,2,8,.250,.318,1,2,.500,2,4,6,4,0,1,4,1,8,2.8,-23
45,442,52,2018-02-02,GSW,@,SAC,W 119-104,*,34:06,4,9,.444,0,1,.000,4,8,.500,.444,5,5,1.000,0,9,9,6,1,1,5,4,13,10.3,7
46,443,53,2018-02-03,GSW,@,DEN,L 108-115,*,35:34,4,12,.333,0,4,.000,4,8,.500,.333,0,2,.000,0,6,6,8,1,2,3,3,8,6.0,-11
47,444,54,2018-02-06,GSW,,OKC,L 105-125,*,30:31,2,4,.500,0,0,,2,4,.500,.500,1,3,.333,1,7,8,7,0,4,5,3,5,6.5,-13
48,445,55,2018-02-08,GSW,,DAL,W 121-103,*,32:23,4,17,.235,1,3,.333,3,14,.214,.265,3,4,.750,7,3,10,6,2,2,2,2,12,11.9,11
49,446,56,2018-02-10,GSW,,SAS,W 122-105,*,35:29,8,16,.500,1,5,.200,7,11,.636,.531,0,0,,1,7,8,11,1,1,3,2,17,17.4,14
49,,57,2018-02-12,GSW,,PHO,W 129-83,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
50,447,58,2018-02-14,GSW,@,POR,L 117-123,*,38:34,6,13,.462,1,3,.333,5,10,.500,.500,3,3,1.000,3,9,12,7,2,4,0,5,16,21.8,4
51,448,59,2018-02-22,GSW,,LAC,W 134-127,*,37:09,5,8,.625,1,2,.500,4,6,.667,.688,3,6,.500,1,7,8,6,2,1,2,4,14,15.3,9
52,449,60,2018-02-24,GSW,,OKC,W 112-80,*,33:32,5,8,.625,0,0,,5,8,.625,.625,0,0,,2,3,5,8,1,1,4,3,10,10.8,21
53,450,61,2018-02-26,GSW,@,NYK,W 125-111,*,31:49,3,8,.375,1,4,.250,2,4,.500,.438,3,3,1.000,1,2,3,6,1,2,1,2,10,11.7,11
54,451,62,2018-02-28,GSW,@,WAS,W 109-101,*,37:15,5,6,.833,0,1,.000,5,5,1.000,.833,1,2,.500,0,6,6,11,2,2,2,4,11,17.7,7
55,452,63,2018-03-02,GSW,@,ATL,W 114-109,*,36:57,1,3,.333,0,2,.000,1,1,1.000,.333,0,0,,0,7,7,9,1,0,3,4,2,5.1,10
56,453,64,2018-03-06,GSW,,BRK,W 114-101,*,36:38,7,10,.700,1,2,.500,6,8,.750,.750,1,1,1.000,0,5,5,9,0,1,6,2,16,13.5,6
57,454,65,2018-03-08,GSW,,SAS,W 110-107,*,36:10,4,11,.364,1,7,.143,3,4,.750,.409,2,2,1.000,2,10,12,10,3,2,2,5,11,16.7,17
58,455,66,2018-03-09,GSW,@,POR,L 108-125,*,37:40,2,7,.286,1,3,.333,1,4,.250,.357,2,2,1.000,1,11,12,6,3,0,1,3,7,11.9,-15
59,456,67,2018-03-11,GSW,@,MIN,L 103-109,*,35:09,4,9,.444,2,6,.333,2,3,.667,.556,0,0,,0,8,8,7,3,1,2,1,10,13.9,-8
59,,68,2018-03-14,GSW,,LAL,W 117-106,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
60,457,69,2018-03-16,GSW,,SAC,L 93-98,*,33:43,5,14,.357,3,9,.333,2,5,.400,.464,1,1,1.000,0,10,10,7,4,2,4,3,14,14.3,-6
61,458,70,2018-03-17,GSW,@,PHO,W 124-109,*,34:35,10,20,.500,4,8,.500,6,12,.500,.600,1,2,.500,2,9,11,8,1,1,3,3,25,21.8,16
62,459,71,2018-03-19,GSW,@,SAS,L 75-89,*,11:59,0,4,.000,0,2,.000,0,2,.000,.000,0,0,,0,3,3,0,0,0,0,1,0,-2.3,-16
62,,72,2018-03-23,GSW,,ATL,W 106-94,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
62,,73,2018-03-25,GSW,,UTA,L 91-110,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
62,,74,2018-03-27,GSW,,IND,L 81-92,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
63,460,75,2018-03-29,GSW,,MIL,L 107-116,*,28:05,4,7,.571,1,2,.500,3,5,.600,.643,2,2,1.000,0,5,5,6,2,1,4,4,11,10.5,-6
64,461,76,2018-03-31,GSW,@,SAC,W 112-96,*,33:42,3,5,.600,0,1,.000,3,4,.750,.600,2,2,1.000,0,9,9,7,2,1,2,4,8,12.4,4
65,462,77,2018-04-01,GSW,,PHO,W 117-107,*,34:15,5,8,.625,3,5,.600,2,3,.667,.813,0,0,,0,6,6,12,2,1,3,3,13,18.1,10
66,463,78,2018-04-03,GSW,@,OKC,W 111-107,*,36:19,0,4,.000,0,3,.000,0,1,.000,.000,5,6,.833,0,4,4,8,2,0,4,2,5,5.8,5
67,464,79,2018-04-05,GSW,@,IND,L 106-126,*,29:18,3,3,1.000,1,1,1.000,2,2,1.000,1.167,2,2,1.000,0,3,3,5,0,1,2,2,9,10.4,-16
68,465,80,2018-04-07,GSW,,NOP,L 120-126,*,36:50,5,12,.417,1,6,.167,4,6,.667,.458,0,0,,2,8,10,9,1,0,7,5,11,6.7,-4
69,466,81,2018-04-08,GSW,@,PHO,W 117-100,*,30:11,4,10,.400,2,7,.286,2,3,.667,.500,4,6,.667,0,6,6,5,2,1,4,0,14,11.8,13
70,467,82,2018-04-10,GSW,@,UTA,L 79-119,*,19:49,2,5,.400,0,1,.000,2,4,.500,.400,0,0,,0,3,3,3,0,0,5,1,4,-1.1,-29
,,,,,,,48-22,70,2286,281,619,.454,77,256,.301,204,363,.562,.516,134,173,.775,75,460,535,508,95,91,202,185,773,12.4,302
